place	url	type	parent	latitude	longitude
Chattahoochee County, Georgia	https://en.wikipedia.org/wiki/Chattahoochee_County,_Georgia	feature	Columbus metropolitan area, Georgia	32°21′N	84°47′W
Auburn, Nebraska	https://en.wikipedia.org/wiki/Auburn,_Nebraska	link	Columbus metropolitan area, Georgia	40°23′18″N	95°50′32″W
Christopher, Georgia	https://en.wikipedia.org/wiki/Christopher,_Georgia	feature	Columbus metropolitan area, Georgia	32°19′38″N	84°43′50″W
Sumter County, Georgia	https://en.wikipedia.org/wiki/Sumter_County,_Georgia	link	Columbus metropolitan area, Georgia	32°02′N	84°12′W
Waverly, Alabama	https://en.wikipedia.org/wiki/Waverly,_Alabama	feature	Columbus metropolitan area, Georgia	32°44′8″N	85°34′27″W
Cataula	https://en.wikipedia.org/wiki/Cataula	feature	Columbus metropolitan area, Georgia	32°39′19″N	84°52′6″W
Tuskegee, Alabama	https://en.wikipedia.org/wiki/Tuskegee,_Alabama	feature	Columbus metropolitan area, Georgia	32°25′53″N	85°42′24″W
Haralson County, Georgia	https://en.wikipedia.org/wiki/Haralson_County,_Georgia	link	Columbus metropolitan area, Georgia	33°47′N	85°13′W
Columbus, Georgia	https://en.wikipedia.org/wiki/Columbus,_Georgia	feature	Columbus metropolitan area, Georgia	32°29′32″N	84°56′25″W
WGSY	https://en.wikipedia.org/wiki/WGSY	link	Columbus metropolitan area, Georgia	32°25′58″N	84°57′02″W
Covington County, Alabama	https://en.wikipedia.org/wiki/Covington_County,_Alabama	link	Columbus metropolitan area, Georgia	31°14′31″N	86°27′09″W
Baldwin County, Alabama	https://en.wikipedia.org/wiki/Baldwin_County,_Alabama	link	Columbus metropolitan area, Georgia	30°43′59″N	87°43′13″W
Girard, Alabama	https://en.wikipedia.org/wiki/Girard,_Alabama	feature	Columbus metropolitan area, Georgia	32°27′24″N	85°00′16″W
Hancock County, Georgia	https://en.wikipedia.org/wiki/Hancock_County,_Georgia	link	Columbus metropolitan area, Georgia	33°16′N	83°00′W
Lauderdale County, Alabama	https://en.wikipedia.org/wiki/Lauderdale_County,_Alabama	link	Columbus metropolitan area, Georgia	34°53′57″N	87°39′01″W
Cullman County, Alabama	https://en.wikipedia.org/wiki/Cullman_County,_Alabama	link	Columbus metropolitan area, Georgia	34°08′00″N	86°52′00″W
Cherokee County, Alabama	https://en.wikipedia.org/wiki/Cherokee_County,_Alabama	link	Columbus metropolitan area, Georgia	34°10′11″N	85°35′39″W
Cusseta, Georgia	https://en.wikipedia.org/wiki/Cusseta,_Georgia	feature	Columbus metropolitan area, Georgia	32°18′20″N	84°46′37″W
Clayton County, Georgia	https://en.wikipedia.org/wiki/Clayton_County,_Georgia	link	Columbus metropolitan area, Georgia	33°32′N	84°22′W
Pine Mountain, Harris County, Georgia	https://en.wikipedia.org/wiki/Pine_Mountain,_Harris_County,_Georgia	feature	Columbus metropolitan area, Georgia	32°51′53″N	84°51′14″W
Fort Benning South	https://en.wikipedia.org/wiki/Fort_Benning_South	feature	Columbus metropolitan area, Georgia	32°21′36″N	84°56′4″W
Toombs County, Georgia	https://en.wikipedia.org/wiki/Toombs_County,_Georgia	link	Columbus metropolitan area, Georgia	32°07′N	82°20′W
Battle of Columbus, Georgia	https://en.wikipedia.org/wiki/Battle_of_Columbus,_Georgia	link	Columbus metropolitan area, Georgia	32°28′01″N	84°59′49″W
Fort Benning	https://en.wikipedia.org/wiki/Fort_Benning	feature	Columbus metropolitan area, Georgia	32°21′58″N	84°58′09″W
V%C3%A4ster%C3%A5s	https://en.wikipedia.org/wiki/V%C3%A4ster%C3%A5s	link	Columbus metropolitan area, Georgia	59°36′58″N	16°33′10″E
Marengo County, Alabama	https://en.wikipedia.org/wiki/Marengo_County,_Alabama	link	Columbus metropolitan area, Georgia	32°14′31″N	87°47′22″W
Kamenice (Prague-East District)	https://en.wikipedia.org/wiki/Kamenice_(Prague-East_District)	link	Columbus metropolitan area, Georgia	49°54′6″N	14°34′57″E
Auburn (Bowling Green, Virginia)	https://en.wikipedia.org/wiki/Auburn_(Bowling_Green,_Virginia)	link	Columbus metropolitan area, Georgia	38°3′27″N	77°21′18″W
Beulah, Alabama	https://en.wikipedia.org/wiki/Beulah,_Alabama	feature	Columbus metropolitan area, Georgia	32°42′40″N	85°10′56″W
College Football Hall of Fame	https://en.wikipedia.org/wiki/College_Football_Hall_of_Fame	link	Columbus metropolitan area, Georgia	33°45′38″N	84°23′44″W
Auburn, Missouri	https://en.wikipedia.org/wiki/Auburn,_Missouri	link	Columbus metropolitan area, Georgia	39°07′36″N	90°58′26″W
Cross Keys, Alabama	https://en.wikipedia.org/wiki/Cross_Keys,_Alabama	feature	Columbus metropolitan area, Georgia	32°20′02″N	85°53′36″W
Canadian Football League	https://en.wikipedia.org/wiki/Canadian_Football_League	link	Columbus metropolitan area, Georgia	43°15′9.26″N	79°49′48.89″W
Chattooga County, Georgia	https://en.wikipedia.org/wiki/Chattooga_County,_Georgia	link	Columbus metropolitan area, Georgia	34°29′N	85°21′W
Juniper, Georgia	https://en.wikipedia.org/wiki/Juniper,_Georgia	feature	Columbus metropolitan area, Georgia	32°31′53″N	84°36′16″W
Wende, Alabama	https://en.wikipedia.org/wiki/Wende,_Alabama	link	Columbus metropolitan area, Georgia	32°15′28″N	85°20′22″W
Hooks, Alabama	https://en.wikipedia.org/wiki/Hooks,_Alabama	link	Columbus metropolitan area, Georgia	32°11′31″N	85°13′57″W
Huntsville, Alabama	https://en.wikipedia.org/wiki/Huntsville,_Alabama	link	Columbus metropolitan area, Georgia	34°43′48″N	86°35′6″W
Chambers Township, Holt County, Nebraska	https://en.wikipedia.org/wiki/Chambers_Township,_Holt_County,_Nebraska	link	Columbus metropolitan area, Georgia	42°13′08″N	098°46′04″W
Bee Hive, Alabama	https://en.wikipedia.org/wiki/Bee_Hive,_Alabama	feature	Columbus metropolitan area, Georgia	32°33′13″N	85°34′41″W
Russell County, Alabama	https://en.wikipedia.org/wiki/Russell_County,_Alabama	feature	Columbus metropolitan area, Georgia	32°17′12″N	85°11′38″W
National Register of Historic Places listings in Alabama	https://en.wikipedia.org/wiki/National_Register_of_Historic_Places_listings_in_Alabama	link	Columbus metropolitan area, Georgia	32°28′17″N	86°28′40″W
Hopewell, Harris County, Georgia	https://en.wikipedia.org/wiki/Hopewell,_Harris_County,_Georgia	feature	Columbus metropolitan area, Georgia	32°49′21″N	84°57′15″W
Hamilton, Georgia	https://en.wikipedia.org/wiki/Hamilton,_Georgia	feature	Columbus metropolitan area, Georgia	32°45′53″N	84°52′23″W
Auburn, New Jersey	https://en.wikipedia.org/wiki/Auburn,_New_Jersey	link	Columbus metropolitan area, Georgia	39°42′39″N	75°22′04″W
Cherokee County, Georgia	https://en.wikipedia.org/wiki/Cherokee_County,_Georgia	link	Columbus metropolitan area, Georgia	34°14′N	84°28′W
Midland, Georgia	https://en.wikipedia.org/wiki/Midland,_Georgia	link	Columbus metropolitan area, Georgia	32°34′30″N	84°49′37.2″W
Geneva, Georgia	https://en.wikipedia.org/wiki/Geneva,_Georgia	link	Columbus metropolitan area, Georgia	32°34′46″N	84°33′2″W
Irwin County, Georgia	https://en.wikipedia.org/wiki/Irwin_County,_Georgia	link	Columbus metropolitan area, Georgia	31°36′N	83°16′W
Woodland, Georgia	https://en.wikipedia.org/wiki/Woodland,_Georgia	link	Columbus metropolitan area, Georgia	32°47′15″N	84°33′40″W
Omaha, Georgia	https://en.wikipedia.org/wiki/Omaha,_Georgia	link	Columbus metropolitan area, Georgia	32°08′47″N	85°00′48″W
Fortson, Georgia	https://en.wikipedia.org/wiki/Fortson,_Georgia	link	Columbus metropolitan area, Georgia	32°36′25.2″N	84°56′13.2″W
Louvale, Georgia	https://en.wikipedia.org/wiki/Louvale,_Georgia	link	Columbus metropolitan area, Georgia	32°10′31″N	84°49′31″W
Junction City, Georgia	https://en.wikipedia.org/wiki/Junction_City,_Georgia	link	Columbus metropolitan area, Georgia	32°36′11″N	84°27′29″W
Auburn, Iowa	https://en.wikipedia.org/wiki/Auburn,_Iowa	link	Columbus metropolitan area, Georgia	42°15′3″N	94°52′38″W
Cumberland Plateau	https://en.wikipedia.org/wiki/Cumberland_Plateau	link	Columbus metropolitan area, Georgia	32°28′34″N	85°03′09″W
List of Georgia state parks	https://en.wikipedia.org/wiki/List_of_Georgia_state_parks	link	Columbus metropolitan area, Georgia	33°33′44.16″N	82°53′44.56″W
North Georgia	https://en.wikipedia.org/wiki/North_Georgia	link	Columbus metropolitan area, Georgia	34°36′21.9″N	83°58′46.17″W
North Georgia mountains	https://en.wikipedia.org/wiki/North_Georgia_mountains	link	Columbus metropolitan area, Georgia	34°37′27″N	83°47′33.81″W
Northeast Georgia	https://en.wikipedia.org/wiki/Northeast_Georgia	link	Columbus metropolitan area, Georgia	34°38′32.09″N	83°34′22.79″W
Barrow County, Georgia	https://en.wikipedia.org/wiki/Barrow_County,_Georgia	link	Columbus metropolitan area, Georgia	33°59′N	83°43′W
Auburn, North Dakota	https://en.wikipedia.org/wiki/Auburn,_North_Dakota	link	Columbus metropolitan area, Georgia	48°30′25″N	97°26′23″W
Calhoun County, Georgia	https://en.wikipedia.org/wiki/Calhoun_County,_Georgia	link	Columbus metropolitan area, Georgia	31°32′N	84°37′W
Butts County, Georgia	https://en.wikipedia.org/wiki/Butts_County,_Georgia	link	Columbus metropolitan area, Georgia	33°17′N	83°58′W
Atkinson County, Georgia	https://en.wikipedia.org/wiki/Atkinson_County,_Georgia	link	Columbus metropolitan area, Georgia	31°17′N	82°52′W
Roswell, Georgia	https://en.wikipedia.org/wiki/Roswell,_Georgia	link	Columbus metropolitan area, Georgia	34°01′19″N	84°21′33″W
Auburn, Fond du Lac County, Wisconsin	https://en.wikipedia.org/wiki/Auburn,_Fond_du_Lac_County,_Wisconsin	link	Columbus metropolitan area, Georgia	43°35′15″N	88°12′49″W
Warner Robins, Georgia	https://en.wikipedia.org/wiki/Warner_Robins,_Georgia	link	Columbus metropolitan area, Georgia	32°36′31″N	83°38′17″W
Cusseta, Alabama	https://en.wikipedia.org/wiki/Cusseta,_Alabama	link	Columbus metropolitan area, Georgia	32°47′05″N	85°18′21″W
Buena Vista, Georgia	https://en.wikipedia.org/wiki/Buena_Vista,_Georgia	feature	Columbus metropolitan area, Georgia	32°19′6″N	84°30′58″W
Bibb City, Georgia	https://en.wikipedia.org/wiki/Bibb_City,_Georgia	link	Columbus metropolitan area, Georgia	32°30′5″N	84°59′31″W
Camden County, Georgia	https://en.wikipedia.org/wiki/Camden_County,_Georgia	link	Columbus metropolitan area, Georgia	30°55′N	81°38′W
Sandy Springs, Georgia	https://en.wikipedia.org/wiki/Sandy_Springs,_Georgia	link	Columbus metropolitan area, Georgia	33°56′15″N	84°22′7″W
Glenns (Columbus, Georgia)	https://en.wikipedia.org/wiki/Glenns_(Columbus,_Georgia)	feature	Columbus metropolitan area, Georgia	32°31′51″N	84°57′03″W
Cusseta (tribal town)	https://en.wikipedia.org/wiki/Cusseta_(tribal_town)	feature	Columbus metropolitan area, Georgia	32°21′58″N	84°58′09″W
Pine Mountain Valley, Georgia	https://en.wikipedia.org/wiki/Pine_Mountain_Valley,_Georgia	link	Columbus metropolitan area, Georgia	32°47′55″N	84°49′24″W
Marion County, Alabama	https://en.wikipedia.org/wiki/Marion_County,_Alabama	link	Columbus metropolitan area, Georgia	34°08′11″N	87°53′03″W
Pickens County, Alabama	https://en.wikipedia.org/wiki/Pickens_County,_Alabama	link	Columbus metropolitan area, Georgia	33°16′43″N	88°05′35″W
Marion County, Georgia	https://en.wikipedia.org/wiki/Marion_County,_Georgia	feature	Columbus metropolitan area, Georgia	32°21′N	84°32′W
Columbus, Kentucky	https://en.wikipedia.org/wiki/Columbus,_Kentucky	link	Columbus metropolitan area, Georgia	36°45′37″N	89°6′10″W
Long County, Georgia	https://en.wikipedia.org/wiki/Long_County,_Georgia	link	Columbus metropolitan area, Georgia	31°46′N	81°45′W
Elbert County, Georgia	https://en.wikipedia.org/wiki/Elbert_County,_Georgia	link	Columbus metropolitan area, Georgia	34°07′N	82°50′W
Columbus, Illinois	https://en.wikipedia.org/wiki/Columbus,_Illinois	link	Columbus metropolitan area, Georgia	39°59′17″N	91°8′51″W
Waverly Hall	https://en.wikipedia.org/wiki/Waverly_Hall	feature	Columbus metropolitan area, Georgia	32°41′5″N	84°44′18″W
Wilkes County, Georgia	https://en.wikipedia.org/wiki/Wilkes_County,_Georgia	link	Columbus metropolitan area, Georgia	33°47′N	82°44′W
Loachapoka	https://en.wikipedia.org/wiki/Loachapoka	feature	Columbus metropolitan area, Georgia	32°36′17″N	85°35′49″W
Limestone County, Alabama	https://en.wikipedia.org/wiki/Limestone_County,_Alabama	link	Columbus metropolitan area, Georgia	34°48′40″N	86°59′03″W
Fort Benning South, Georgia	https://en.wikipedia.org/wiki/Fort_Benning_South,_Georgia	feature	Columbus metropolitan area, Georgia	32°21′36″N	84°56′4″W
Mentor, Ohio	https://en.wikipedia.org/wiki/Mentor,_Ohio	link	Columbus metropolitan area, Ohio	41°41′28″N	81°20′31″W
Flint, Ohio	https://en.wikipedia.org/wiki/Flint,_Ohio	link	Columbus metropolitan area, Ohio	40°7′38″N	83°0′21″W
Shelby County, Ohio	https://en.wikipedia.org/wiki/Shelby_County,_Ohio	link	Columbus metropolitan area, Ohio	40°20′N	84°12′W
New Rome, Ohio	https://en.wikipedia.org/wiki/New_Rome,_Ohio	link	Columbus metropolitan area, Ohio	39°57′6″N	83°8′32″W
Wyandot County, Ohio	https://en.wikipedia.org/wiki/Wyandot_County,_Ohio	link	Columbus metropolitan area, Ohio	40°51′N	83°18′W
Madison County, Ohio	https://en.wikipedia.org/wiki/Madison_County,_Ohio	feature	Columbus metropolitan area, Ohio	39°54′N	83°24′W
Mercer County, Ohio	https://en.wikipedia.org/wiki/Mercer_County,_Ohio	link	Columbus metropolitan area, Ohio	40°32′N	84°38′W
Ohio%27s 15th congressional district	https://en.wikipedia.org/wiki/Ohio%27s_15th_congressional_district	link	Columbus metropolitan area, Ohio	39°34′40″N	82°45′22″W
Hamilton Township, Franklin County, Ohio	https://en.wikipedia.org/wiki/Hamilton_Township,_Franklin_County,_Ohio	link	Columbus metropolitan area, Ohio	39°50′58″N	82°57′48″W
Medina County, Ohio	https://en.wikipedia.org/wiki/Medina_County,_Ohio	link	Columbus metropolitan area, Ohio	41°07′N	81°54′W
Madison Township, Franklin County, Ohio	https://en.wikipedia.org/wiki/Madison_Township,_Franklin_County,_Ohio	link	Columbus metropolitan area, Ohio	39°52′4″N	82°52′5″W
Williams County, Ohio	https://en.wikipedia.org/wiki/Williams_County,_Ohio	link	Columbus metropolitan area, Ohio	41°34′N	84°35′W
Paulding County, Ohio	https://en.wikipedia.org/wiki/Paulding_County,_Ohio	link	Columbus metropolitan area, Ohio	41°07′N	84°35′W
Darbydale, Ohio	https://en.wikipedia.org/wiki/Darbydale,_Ohio	link	Columbus metropolitan area, Ohio	39°51′12″N	83°11′2″W
Meigs County, Ohio	https://en.wikipedia.org/wiki/Meigs_County,_Ohio	link	Columbus metropolitan area, Ohio	39°05′N	82°01′W
Prairie Township, Franklin County, Ohio	https://en.wikipedia.org/wiki/Prairie_Township,_Franklin_County,_Ohio	link	Columbus metropolitan area, Ohio	39°57′5″N	83°9′15″W
Blacklick Estates, Ohio	https://en.wikipedia.org/wiki/Blacklick_Estates,_Ohio	link	Columbus metropolitan area, Ohio	39°54′25″N	82°51′47″W
Union County, Ohio	https://en.wikipedia.org/wiki/Union_County,_Ohio	feature	Columbus metropolitan area, Ohio	40°19′N	83°22′W
Plain Township, Franklin County, Ohio	https://en.wikipedia.org/wiki/Plain_Township,_Franklin_County,_Ohio	link	Columbus metropolitan area, Ohio	40°5′3″N	82°49′29″W
Jackson Township, Franklin County, Ohio	https://en.wikipedia.org/wiki/Jackson_Township,_Franklin_County,_Ohio	link	Columbus metropolitan area, Ohio	39°52′43″N	83°4′25″W
Brice, Ohio	https://en.wikipedia.org/wiki/Brice,_Ohio	link	Columbus metropolitan area, Ohio	39°55′4″N	82°49′55″W
Whitehall, Ohio	https://en.wikipedia.org/wiki/Whitehall,_Ohio	link	Columbus metropolitan area, Ohio	39°57′49″N	82°52′57″W
Hilliard, Ohio	https://en.wikipedia.org/wiki/Hilliard,_Ohio	link	Columbus metropolitan area, Ohio	40°2′4″N	83°8′34″W
Canal Winchester, Ohio	https://en.wikipedia.org/wiki/Canal_Winchester,_Ohio	link	Columbus metropolitan area, Ohio	39°50′46″N	82°48′42″W
Newark, Ohio	https://en.wikipedia.org/wiki/Newark,_Ohio	link	Columbus metropolitan area, Ohio	40°3′47″N	82°25′0″W
Groveport, Ohio	https://en.wikipedia.org/wiki/Groveport,_Ohio	link	Columbus metropolitan area, Ohio	39°51′22″N	82°53′26″W
Harrisburg, Ohio	https://en.wikipedia.org/wiki/Harrisburg,_Ohio	link	Columbus metropolitan area, Ohio	39°48′39″N	83°10′15″W
Urbancrest, Ohio	https://en.wikipedia.org/wiki/Urbancrest,_Ohio	link	Columbus metropolitan area, Ohio	39°53′55″N	83°5′8″W
Lockbourne, Ohio	https://en.wikipedia.org/wiki/Lockbourne,_Ohio	link	Columbus metropolitan area, Ohio	39°48′32″N	82°58′14″W
Licking County, Ohio	https://en.wikipedia.org/wiki/Licking_County,_Ohio	feature	Columbus metropolitan area, Ohio	40°05′N	82°29′W
Riverlea, Ohio	https://en.wikipedia.org/wiki/Riverlea,_Ohio	link	Columbus metropolitan area, Ohio	40°4′52″N	83°1′28″W
Morrow County, Ohio	https://en.wikipedia.org/wiki/Morrow_County,_Ohio	feature	Columbus metropolitan area, Ohio	40°32′N	82°48′W
